"Flight_ID","ID","Clearance_Time","Scheduled_Departure","Actual_Departure","Scheduled_Arrival","Actual_Arrival","Actual_Landing","CancelStatus"
"DL_2427",866,31.0,35.0,35.0,39.0,39.0,39.0,0.0
"EV_5301",867,32.0,36.0,36.0,39.0,39.0,39.0,0.0
"DL_1621",868,31.0,35.0,35.0,39.0,39.0,39.0,0.0
"DL_2637",869,29.0,33.0,33.0,39.0,39.0,39.0,0.0
"DL_2830",870,32.0,36.0,36.0,39.0,39.0,39.0,0.0
"EV_4875",871,32.0,36.0,36.0,39.0,39.0,39.0,0.0
"WN_1329",872,27.0,31.0,31.0,39.0,39.0,39.0,0.0
"WN_422",873,31.0,35.0,35.0,39.0,39.0,39.0,0.0
"DL_877",874,33.0,37.0,37.0,39.0,39.0,39.0,0.0
"DL_838",875,31.0,35.0,35.0,39.0,39.0,39.0,0.0
"WN_1951",876,31.0,35.0,35.0,39.0,39.0,39.0,0.0
"WN_3073",877,32.0,36.0,36.0,39.0,39.0,39.0,0.0
"DL_1442",878,31.0,35.0,35.0,39.0,39.0,39.0,0.0
"DL_1743",879,31.0,35.0,35.0,39.0,39.0,39.0,0.0
"DL_1977",880,31.0,35.0,35.0,39.0,39.0,39.0,0.0
"DL_2299",881,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_1306",882,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_1525",883,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_1562",884,30.0,34.0,34.0,40.0,40.0,40.0,0.0
"DL_1724",885,30.0,34.0,34.0,40.0,40.0,40.0,0.0
"DL_1871",886,31.0,35.0,35.0,40.0,40.0,40.0,0.0
"EV_5058",887,33.0,37.0,37.0,40.0,40.0,40.0,0.0
"DL_1198",888,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"EV_5149",889,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"AA_2512",890,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_1605",891,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_1383",892,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_762",893,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"AA_2408",894,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"WN_719",895,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_663",896,33.0,37.0,37.0,40.0,40.0,40.0,0.0
"DL_1834",897,33.0,37.0,37.0,40.0,40.0,40.0,0.0
"DL_54",898,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_1176",899,31.0,35.0,35.0,40.0,40.0,40.0,0.0
"DL_1364",900,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_1663",901,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_2445",902,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_2483",903,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"AA_2319",904,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_1214",905,32.0,36.0,36.0,40.0,40.0,40.0,0.0
"DL_949",906,30.0,34.0,34.0,40.0,40.0,40.0,0.0
"DL_2525",907,33.0,37.0,37.0,40.0,40.0,40.0,0.0
"AA_861",908,33.0,37.0,37.0,40.0,40.0,40.0,0.0
"DL_1810",909,33.0,37.0,37.0,41.0,41.0,41.0,0.0
"NK_821",910,33.0,37.0,37.0,41.0,41.0,41.0,0.0
"DL_2450",911,31.0,35.0,35.0,41.0,41.0,41.0,0.0
"DL_1157",912,33.0,37.0,37.0,41.0,41.0,41.0,0.0
"DL_1680",913,28.0,32.0,32.0,41.0,41.0,41.0,0.0
"DL_2025",914,33.0,37.0,37.0,41.0,41.0,41.0,0.0
"DL_930",915,32.0,36.0,36.0,41.0,41.0,41.0,0.0
"F9_1473",916,33.0,37.0,37.0,41.0,41.0,41.0,0.0
"DL_2309",917,32.0,36.0,36.0,41.0,41.0,41.0,0.0
"DL_1110",918,34.0,38.0,38.0,41.0,41.0,41.0,0.0
"DL_2202",919,29.0,33.0,33.0,41.0,41.0,41.0,0.0
"DL_1121",920,34.0,38.0,38.0,42.0,42.0,42.0,0.0
"DL_1777",921,34.0,38.0,38.0,42.0,42.0,42.0,0.0
"DL_2621",922,34.0,38.0,38.0,42.0,42.0,42.0,0.0
"DL_2046",923,31.0,35.0,35.0,42.0,42.0,42.0,0.0
"DL_2016",924,32.0,36.0,36.0,42.0,42.0,42.0,0.0
"DL_1554",925,30.0,34.0,34.0,42.0,42.0,42.0,0.0
"DL_2134",926,29.0,33.0,33.0,42.0,42.0,42.0,0.0
"DL_1352",927,33.0,37.0,37.0,43.0,43.0,43.0,0.0
"WN_622",928,33.0,37.0,37.0,43.0,43.0,43.0,0.0
"WN_2570",929,35.0,39.0,39.0,43.0,43.0,43.0,0.0
"WN_1526",930,32.0,36.0,36.0,43.0,43.0,43.0,0.0
"DL_1961",931,34.0,38.0,38.0,43.0,43.0,43.0,0.0
"WN_1652",932,35.0,39.0,39.0,43.0,43.0,43.0,0.0
"AA_2513",933,30.0,34.0,34.0,43.0,43.0,43.0,0.0
"NK_230",934,36.0,40.0,40.0,44.0,44.0,44.0,0.0
"UA_558",935,35.0,39.0,39.0,44.0,44.0,44.0,0.0
"NK_317",936,37.0,41.0,41.0,45.0,45.0,45.0,0.0
"DL_1731",937,35.0,39.0,39.0,45.0,45.0,45.0,0.0
"OO_5566",938,37.0,41.0,41.0,45.0,45.0,45.0,0.0
"AA_1178",939,37.0,41.0,41.0,45.0,45.0,45.0,0.0
"DL_1454",940,33.0,37.0,37.0,45.0,45.0,45.0,0.0
"AS_750",941,32.0,36.0,36.0,45.0,45.0,45.0,0.0
"WN_178",942,34.0,38.0,38.0,46.0,46.0,46.0,0.0
"WN_2542",943,38.0,42.0,42.0,46.0,46.0,46.0,0.0
"WN_1204",944,36.0,40.0,40.0,46.0,46.0,46.0,0.0
