YEAR,MONTH,DAY_OF_MONTH,FL_DATE,UNIQUE_CARRIER,AIRLINE_ID,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,DIV_REACHED_DEST
2016,1,10,1/10/2016,DL,19790,2037,10397,ATL,"Atlanta, GA",13930,ORD,"Chicago, IL",2225,2226,1,17,8,2327,2320,-7,0,0,122,114,89,606,
2016,1,10,1/10/2016,DL,19790,2038,10397,ATL,"Atlanta, GA",11278,DCA,"Washington, DC",1520,1519,-1,18,4,1707,1647,-20,0,0,107,88,66,547,
2016,1,10,1/10/2016,DL,19790,2039,10397,ATL,"Atlanta, GA",14747,SEA,"Seattle, WA",831,830,-1,17,8,1109,1037,-32,0,0,338,307,282,2182,
2016,1,10,1/10/2016,DL,19790,2041,10397,ATL,"Atlanta, GA",12448,JAN,"Jackson/Vicksburg, MS",1921,1928,7,13,2,1948,1939,-9,0,0,87,71,56,341,
2016,1,10,1/10/2016,DL,19790,2042,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",1352,1411,19,12,3,1610,1606,-4,0,0,138,115,100,746,
2016,1,10,1/10/2016,DL,19790,2046,10397,ATL,"Atlanta, GA",14107,PHX,"Phoenix, AZ",1341,1344,3,24,4,1557,1550,-7,0,0,256,246,218,1587,
2016,1,10,1/10/2016,DL,19790,2052,10397,ATL,"Atlanta, GA",15016,STL,"St. Louis, MO",1922,1927,5,18,3,2012,2002,-10,0,0,110,95,74,484,
2016,1,10,1/10/2016,DL,19790,2053,10397,ATL,"Atlanta, GA",11721,FNT,"Flint, MI",1502,1501,-1,11,3,1706,1644,-22,0,0,124,103,89,645,
2016,1,10,1/10/2016,DL,19790,2055,10397,ATL,"Atlanta, GA",12892,LAX,"Los Angeles, CA",1749,1910,81,11,14,1955,2104,69,0,0,306,294,269,1947,
2016,1,10,1/10/2016,DL,19790,2064,10397,ATL,"Atlanta, GA",14730,SDF,"Louisville, KY",1621,1619,-2,17,18,1744,1745,1,0,0,83,86,51,321,
2016,1,10,1/10/2016,DL,19790,2066,10397,ATL,"Atlanta, GA",13204,MCO,"Orlando, FL",1735,1740,5,11,7,1906,1910,4,0,0,91,90,72,404,
2016,1,10,1/10/2016,DL,19790,2069,10397,ATL,"Atlanta, GA",13204,MCO,"Orlando, FL",955,958,3,17,7,1125,1127,2,0,0,90,89,65,404,
2016,1,10,1/10/2016,DL,19790,2074,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",1754,1750,-4,23,3,1944,1924,-20,0,0,170,154,128,907,
2016,1,10,1/10/2016,DL,19790,2075,10397,ATL,"Atlanta, GA",13198,MCI,"Kansas City, MO",1025,1022,-3,9,5,1134,1120,-14,0,0,129,118,104,692,
2016,1,10,1/10/2016,DL,19790,2081,10397,ATL,"Atlanta, GA",15304,TPA,"Tampa, FL",1634,1632,-2,12,3,1802,1758,-4,0,0,88,86,71,406,
2016,1,10,1/10/2016,DL,19790,2084,10397,ATL,"Atlanta, GA",15016,STL,"St. Louis, MO",1330,1359,29,14,4,1418,1431,13,0,0,108,92,74,484,
2016,1,10,1/10/2016,DL,19790,2086,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",1845,1939,54,35,9,2106,2157,51,0,0,141,138,94,762,
2016,1,10,1/10/2016,DL,19790,2091,10397,ATL,"Atlanta, GA",15304,TPA,"Tampa, FL",1030,1028,-2,12,4,1150,1153,3,0,0,80,85,69,406,
2016,1,10,1/10/2016,DL,19790,2094,10397,ATL,"Atlanta, GA",14100,PHL,"Philadelphia, PA",1941,2032,51,12,5,2145,2213,28,0,0,124,101,84,666,
2016,1,10,1/10/2016,DL,19790,2095,10397,ATL,"Atlanta, GA",13931,ORF,"Norfolk, VA",2212,2212,0,10,5,2346,2329,-17,0,0,94,77,62,516,
2016,1,10,1/10/2016,DL,19790,2098,10397,ATL,"Atlanta, GA",13204,MCO,"Orlando, FL",2205,2231,26,19,4,2332,2357,25,0,0,87,86,63,404,
2016,1,10,1/10/2016,DL,19790,2100,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",1930,1929,-1,21,5,2203,2152,-11,0,0,153,143,117,946,
2016,1,10,1/10/2016,DL,19790,2109,10397,ATL,"Atlanta, GA",14908,SNA,"Santa Ana, CA",1005,1002,-3,24,4,1202,1155,-7,0,0,297,293,265,1919,
2016,1,10,1/10/2016,DL,19790,2110,10397,ATL,"Atlanta, GA",11298,DFW,"Dallas/Fort Worth, TX",1103,1131,28,14,6,1234,1253,19,0,0,151,142,122,731,
2016,1,10,1/10/2016,DL,19790,2111,10397,ATL,"Atlanta, GA",12217,HSV,"Huntsville, AL",1644,1747,63,15,3,1645,1735,50,0,0,61,48,30,151,
2016,1,10,1/10/2016,DL,19790,2112,10397,ATL,"Atlanta, GA",13930,ORD,"Chicago, IL",1930,1930,0,17,7,2041,2023,-18,0,0,131,113,89,606,
2016,1,10,1/10/2016,DL,19790,2117,10397,ATL,"Atlanta, GA",11109,COS,"Colorado Springs, CO",1938,1944,6,22,5,2104,2054,-10,0,0,206,190,163,1184,
2016,1,10,1/10/2016,DL,19790,2120,10397,ATL,"Atlanta, GA",13232,MDW,"Chicago, IL",832,830,-2,11,11,934,916,-18,0,0,122,106,84,591,
2016,1,10,1/10/2016,DL,19790,2125,10397,ATL,"Atlanta, GA",10821,BWI,"Baltimore, MD",1015,1026,11,19,6,1201,1207,6,0,0,106,101,76,577,
2016,1,10,1/10/2016,DL,19790,2132,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",941,943,2,18,4,1122,1120,-2,0,0,161,157,135,874,
2016,1,10,1/10/2016,DL,19790,2133,10397,ATL,"Atlanta, GA",11057,CLT,"Charlotte, NC",1345,1347,2,15,5,1503,1443,-20,0,0,78,56,36,226,
2016,1,10,1/10/2016,DL,19790,2136,10397,ATL,"Atlanta, GA",11540,ELP,"El Paso, TX",1112,1113,1,17,4,1250,1238,-12,0,0,218,205,184,1282,
2016,1,10,1/10/2016,DL,19790,2138,10397,ATL,"Atlanta, GA",11278,DCA,"Washington, DC",1420,1417,-3,14,5,1602,1543,-19,0,0,102,86,67,547,
2016,1,10,1/10/2016,DL,19790,2141,10397,ATL,"Atlanta, GA",13931,ORF,"Norfolk, VA",1244,1247,3,11,3,1420,1403,-17,0,0,96,76,62,516,
2016,1,10,1/10/2016,DL,19790,2146,10397,ATL,"Atlanta, GA",15412,TYS,"Knoxville, TN",1735,1744,9,11,4,1827,1831,4,0,0,52,47,32,152,
2016,1,10,1/10/2016,DL,19790,2153,10397,ATL,"Atlanta, GA",12451,JAX,"Jacksonville, FL",1815,1817,2,19,6,1923,1928,5,0,0,68,71,46,270,
2016,1,10,1/10/2016,DL,19790,2154,10397,ATL,"Atlanta, GA",10792,BUF,"Buffalo, NY",1025,1023,-2,13,4,1220,1209,-11,0,0,115,106,89,712,
2016,1,10,1/10/2016,DL,19790,2158,10397,ATL,"Atlanta, GA",11953,GNV,"Gainesville, FL",1936,1940,4,24,3,2052,2055,3,0,0,76,75,48,300,
