1,1.0000,,,,,
2,0.155870037,0.361219066,0.190715884,0.131158575,0.161036439,
3,0.132955848,0.332187784,0.191746749,0.135029394,0.063472114,0.144608112
4,0.135508231,0.330998704,0.190385786,0.134573185,0.062597254,0.145936841
5,0.140937163,0.404742254,0.259886002,0.19443458,,
6,0.143825223,0.403764157,0.258388173,0.194022446,,
7,0.139281011,0.419581245,0.250709754,0.19042799,,
8,0.142131064,0.418603451,0.24924751,0.190017975,,
9,0.482794434,0.344583485,0.080847608,0.091774473,,
10,0.487662391,0.341582141,0.079783331,0.090972136,,
11,0.501290316,0.36381761,0.065167775,0.069724299,,
12,0.506025348,0.36060431,0.064283371,0.06908697,,
13,0.583813947,0.416186053,,,,
14,0.588117307,0.411882693,,,,
15,0.678005955,0.321994045,,,,
16,0.680434807,0.319565193,,,,
17,0.701756545,0.298243455,,,,
18,0.704019179,0.295980821,,,,
19,0.742982735,0.257017265,,,,
20,0.745010381,0.254989619,,,,
21,0.790818433,0.209181567,,,,
22,0.792558266,0.207441734,,,,
23,0.879330588,0.120669412,,,,
24,0.88042852,0.11957148,,,,
25,0.90048243,0.09951757,,,,
26,0.901410596,0.098589404,,,,
27,0.914686308,0.085313692,,,,
28,0.915497314,0.084502686,,,,
29,0.924228049,0.075771951,,,,
30,0.924960218,0.075039782,,,,
31,0.917939483,0.082060517,,,,
32,0.918722542,0.081277458,,,,
33,0.913195399,0.086804601,,,,
34,0.914022359,0.085977641,,,,
35,0.91153633,0.08846367,,,,
36,0.9123729,0.0876271,,,,
37,0.927236628,0.072763372,,,,
38,0.927936231,0.072063769,,,,
39,0.923511697,0.076488303,,,,
40,0.924245507,0.075754493,,,,
41,0.921007665,0.078992335,,,,
42,0.921768001,0.078231999,,,,
43,0.905740815,0.094259185,,,,
44,0.906641564,0.093358436,,,,
45,0.899001832,0.100998168,,,,
46,0.89996865,0.10003135,,,,
47,0.900147761,0.099852239,,,,
48,0.901106334,0.098893666,,,,
